# epoch T_0 eT_0
 -3  2454969.30577  0.00070
 -2  2455008.33086  0.00061
 -1  2455047.33560  0.00058
  0  2455086.31251  0.00059
  1  2455125.26284  0.00053
  2  2455164.18168  0.00055
