# Tephem =  2.4549775110746161e+06 (+/-  6.5150627541640013e-02) + N x  1.9246001749870054e+01 (+/-  1.4886616596852119e-03)
# Mean Dur_Tot =  2.5643683214714673e+02 (+/-  4.5093890191038705e-01) min
# epoch TT_d eTT_d Dur_m eDur_m lc_id lc_type
00027  2.4554973608220620e+06  5.6028716198852635e-04  2.5786337930118515e+02  4.1143445614728194e+00      2   slc  
00028  2.4555166354381195e+06  4.5775786054491618e-04  2.4851329408356537e+02  2.9924844652246065e+00      2   slc  
00029  2.4555359107230962e+06  4.7209365345679544e-04  2.5507530399405786e+02  3.1541296387693194e+00      2   slc  
00031  2.4555744525493216e+06  5.3505735763792472e-04  2.5420929155801576e+02  3.8333597989795294e+00      2   slc  
00032  2.4555937183901728e+06  5.1433154601454589e-04  2.5230018675402459e+02  2.9879909612814117e+00      2   slc  
00033  2.4556129822351485e+06  5.6259373968714499e-04  2.5480518198830737e+02  3.7203941666191440e+00      2   slc  
00034  2.4556322427890594e+06  6.0725981632003823e-04  2.5215925664085947e+02  3.9963490761505511e+00      2   slc  
00035  2.4556514981269483e+06  5.1845106543169095e-04  2.5571462222974949e+02  4.3099536446083277e+00      2   slc  
00036  2.4556707527858950e+06  5.0660449130646157e-04  2.4931929032760681e+02  3.6945494134866124e+00      2   slc  
00037  2.4556900021597231e+06  5.0458650582640985e-04  2.5431992861784218e+02  2.7632630996056093e+00      2   slc  
00038  2.4557092486483506e+06  5.4296871940096025e-04  2.5533262600718990e+02  3.3646169693564616e+00      2   slc  
00039  2.4557284914313923e+06  5.2919959478003875e-04  2.5573772989125743e+02  4.2379379935021291e+00      2   slc  
00040  2.4557477317974684e+06  5.2313883600163535e-04  2.5470865723869844e+02  3.6923277417063787e+00      2   slc  
00041  2.4557669668743345e+06  5.8558297234867496e-04  2.6230537406003327e+02  3.7092594550302920e+00      2   slc  
00042  2.4557862043373054e+06  6.4239956884648564e-04  2.5637426870363578e+02  3.9212783314015383e+00      2   slc  
00043  2.4558054334281362e+06  5.6147094312564150e-04  2.5272075163657820e+02  3.8058267597351119e+00      2   slc  
00044  2.4558246639054855e+06  5.5073667920169100e-04  2.5137277355156164e+02  2.7559202540001593e+00      2   slc  
00045  2.4558438891720790e+06  4.9905841228792269e-04  2.5378036555228289e+02  2.9142007975170543e+00      2   slc  
00046  2.4558631147156972e+06  5.6134317674150225e-04  2.5959264012450035e+02  3.9841821416100629e+00      2   slc  
00047  2.4558823368319194e+06  4.9026481906366826e-04  2.5530460476162645e+02  3.3583311395355793e+00      2   slc  
00048  2.4559015618488323e+06  5.0831268958972942e-04  2.5284815547382297e+02  3.9939726412533503e+00      2   slc  
00049  2.4559207813252341e+06  4.9606341394792253e-04  2.5294026600794479e+02  3.5786917033852887e+00      2   slc  
00050  2.4559400032242285e+06  5.5359348220918037e-04  2.5459291331455844e+02  4.8432868004125851e+00      2   slc  
00052  2.4559784423524998e+06  4.6805112378933700e-04  2.5095931401074040e+02  3.5263154118782722e+00      2   slc  
00054  2.4560168805732420e+06  5.7101547804450092e-04  2.5351384405982353e+02  3.2183816095885902e+00      2   slc  
00055  2.4560360995539487e+06  5.8311641123509617e-04  2.5911056380729457e+02  4.0588242498182581e+00      2   slc  
00056  2.4560553209139188e+06  5.0920309467983316e-04  2.5652572400748056e+02  3.2555518849812870e+00      2   slc  
00057  2.4560745395806083e+06  5.2272340872150380e-04  2.5373726952334985e+02  3.4799663077492085e+00      2   slc  
00058  2.4560937593859229e+06  5.7728511569621332e-04  2.5704433677283077e+02  3.7532534466046741e+00      2   slc  
00059  2.4561129782222356e+06  5.4623044775325980e-04  2.4781598779864507e+02  3.8122172352298378e+00      2   slc  
00060  2.4561321969006155e+06  5.4025086592446314e-04  2.5466308200828828e+02  4.1539776939659703e+00      2   slc  
00061  2.4561514183045560e+06  4.9685240878716286e-04  2.5495795796490398e+02  3.9042664568999612e+00      2   slc  
00062  2.4561706373090167e+06  5.5899424341987469e-04  2.6233036761808569e+02  3.8071778849144948e+00      2   slc  
00063  2.4561898597862283e+06  4.8730287812759343e-04  2.5324331614070363e+02  3.8311357997451125e+00      2   slc  
00064  2.4562090797402319e+06  5.4449451022264839e-04  2.5542408302831845e+02  4.0044422850658350e+00      2   slc  
00065  2.4562283007890442e+06  6.1527493471658090e-04  2.5919012997691686e+02  3.6084656409789773e+00      2   slc  
00067  2.4562667436094275e+06  4.9428323882239056e-04  2.5554900676339537e+02  3.7089404321304187e+00      2   slc  
00068  2.4562859659618516e+06  5.1037191246905422e-04  2.5526573165157799e+02  3.7189531914951317e+00      2   slc  
00069  2.4563051918544709e+06  6.4932996565403300e-04  2.5276547461445449e+02  4.5797402216329033e+00      2   slc  
00070  2.4563244113697386e+06  5.8579248661771999e-04  2.5991332005150304e+02  3.4619610839158668e+00      2   slc  
00071  2.4563436340894932e+06  5.3253364194461028e-04  2.5786314258181460e+02  3.9834411438444022e+00      2   slc  
00072  2.4563628587609641e+06  5.6982114847414778e-04  2.5941825803026353e+02  4.1348459002023787e+00      2   slc  
00073  2.4563820822742232e+06  5.9831431076418085e-04  2.6094216629317054e+02  3.5680917122109008e+00      2   slc  
00074  2.4564013063443643e+06  6.0418493194447365e-04  2.6217766956673995e+02  4.7207654535149572e+00      2   slc  
00075  2.4564205340338051e+06  6.7656914302460791e-04  2.5000455904026765e+02  5.5008881990744385e+00      2   slc  
