# Tephem =  2.4549775110746161e+06 (+/-  6.5150627541640013e-02) + N x  1.9246001749870054e+01 (+/-  1.4886616596852119e-03)
# Mean Dur_Tot =  2.5643683214714673e+02 (+/-  4.5093890191038705e-01) min
# epoch TT_d eTT_d Dur_m eDur_m lc_id lc_type
00000  2.4549772498044828e+06  8.3332966795524044e-04  2.5800407103427125e+02  5.8233905717574999e+00      1   llc  
00001  2.4549964835515427e+06  5.8996516821707701e-04  2.5055383059364377e+02  5.3225592785712763e+00      1   llc  
00003  2.4550349542163913e+06  7.3528988619386837e-04  2.6186293551153858e+02  3.7209611788526331e+00      1   llc  
00004  2.4550541916895141e+06  1.1164153885374617e-03  2.6083315704065592e+02  4.7769645762192567e+00      1   llc  
00005  2.4550734327455251e+06  4.2586318218695851e-03  2.6263757784033032e+02  1.2326925114906828e+01      1   llc  
00007  2.4551119283097181e+06  1.8583386329282803e-03  2.4953940678676420e+02  1.4207959234113588e+01      1   llc  
00008  2.4551311719391136e+06  1.0958066382045217e-03  2.5715315201327576e+02  3.9612596843759889e+00      1   llc  
00009  2.4551504310175888e+06  7.0344996771609658e-04  2.6607294985725088e+02  3.5318690543859361e+00      1   llc  
00010  2.4551696820921851e+06  8.7225396356416240e-04  2.6092981116087191e+02  3.9059151194896344e+00      1   llc  
00011  2.4551889470192194e+06  1.0215981085934800e-03  2.6221088048076734e+02  4.1464641572055712e+00      1   llc  
00012  2.4552082034268570e+06  6.4761455041661975e-04  2.5952006947731002e+02  2.7678730636853857e+00      1   llc  
00013  2.4552274744739961e+06  9.1390669143720515e-04  2.6064196859333265e+02  4.2847582043445982e+00      1   llc  
00014  2.4552467370636282e+06  6.0671159235425876e-04  2.5726049837992667e+02  2.8093380728336683e+00      1   llc  
00015  2.4552660138118193e+06  1.4796845037494677e-03  2.6270128234729339e+02  6.2796482670972296e+00      1   llc  
00016  2.4552852818328170e+06  9.4945934210954874e-04  2.5920857127721320e+02  3.6516741925402982e+00      1   llc  
00017  2.4553045643877825e+06  6.4674961049604462e-04  2.5948783649050227e+02  2.8570595914043224e+00      1   llc  
00018  2.4553238362673298e+06  8.0828459266513164e-04  2.5870941018682493e+02  3.1636405925203235e+00      1   llc  
00019  2.4553431181844766e+06  7.6213686514847723e-04  2.4999518194172677e+02  7.2669725876104110e+00      1   llc  
00020  2.4553623961324338e+06  5.6291384521500731e-04  2.6438230157474601e+02  3.8300239971402448e+00      1   llc  
00021  2.4553816787416195e+06  1.3384545123926728e-03  2.5072090436174290e+02  1.0479658802865970e+01      1   llc  
00022  2.4554009568521832e+06  1.0973300284149445e-03  2.6087297475542135e+02  4.4311588369890273e+00      1   llc  
00023  2.4554202410607175e+06  1.1843277246725847e-03  2.5662224460830072e+02  4.4594397873411253e+00      1   llc  
00024  2.4554395194586986e+06  1.0049511095076014e-03  2.6103249850563327e+02  4.5178797992815589e+00      1   llc  
00025  2.4554588035942041e+06  5.4133796299993264e-04  2.5978127683459570e+02  2.7103428773279461e+00      1   llc  
00026  2.4554780803539278e+06  5.4974755244074913e-04  2.5674093340806456e+02  3.5448742015584003e+00      2   slc  
